Email,Address,Avatar,Avg. Session Length,Time on App,Time on Website,Length of Membership,Yearly Amount Spent
scarlet@verizon.net,"Unit 1609 Box 3480
DPO AA 95185",MediumSpringGreen,32.40429505,11.60899794,38.11045691,2.966558885,447.3690272
andrewik@msn.com,"486 Adams Hills
North Walter, MS 18124",LightSeaGreen,31.82934646,11.26825923,36.95696543,2.668919773,385.152338
sinkou@icloud.com,"69279 Stewart Mountains
South Pamela, KS 22541-3414",DarkKhaki,31.36621217,11.16315954,37.08831936,3.620354589,430.5888826
bcevc@verizon.net,"0128 Sampson Loop Suite 943
Hoffmanton, MO 02122",SaddleBrown,31.44744649,10.1016322,38.04345265,4.238296188,418.6027421
malvar@att.net,"89301 Kylie Crossroad
Petersonberg, MH 23834",Turquoise,33.58294684,12.76153128,36.90818962,2.479339823,478.9514048
teverett@yahoo.ca,"0554 Powers Curve
Nathanchester, FL 06878-6336",AntiqueWhite,32.39742194,12.05534016,37.68546549,3.506967574,483.7965221
eimear@msn.com,"770 Katie Walk Apt. 585
Port David, MN 52850",GoldenRod,35.03744996,11.93593497,35.78392374,3.310150347,538.9419745
smcnabb@comcast.net,"0506 Pitts Forks
Woodsbury, AL 98082-8186",Teal,32.78494023,12.45120001,36.66579137,3.535802468,486.1637991
galbra@gmail.com,"92028 Thomas Mountains Suite 044
New Matthew, MI 02429-0994",Bisque,33.97172204,12.28446707,38.29572526,1.13047696,385.0950071
sthomas@yahoo.ca,"8456 Joseph Locks Suite 926
Christopherport, TN 57784",PaleGreen,33.38599019,12.78217179,35.55077227,3.228717686,527.7837898
emcleod@sbcglobal.net,"64460 Morris Fords
Gonzalesmouth, MI 40832",RosyBrown,33.55655567,12.96030713,37.95194632,3.345922321,547.1907494
mbrown@att.net,"3933 Brooke Point
Johnsonburgh, DE 22659-3488",Crimson,33.58737339,9.953995006,37.34573893,3.215666827,410.6029439
dinther@comcast.net,"313 Lisa Loop Apt. 543
North Jenniferchester, MN 58819",Brown,34.18818406,13.13002166,35.42933439,3.790552137,583.977802
jwarren@yahoo.com,"62106 Nathan Mountain Suite 505
North Matthewborough, AZ 32092-6122",Gold,33.59396355,11.52056679,36.1891318,3.561215271,474.5323294
mnemonic@att.net,"39209 Cooper Neck Apt. 541
Tylermouth, ME 94450",SeaGreen,33.23626572,10.97255431,34.57402759,2.931619535,414.9350607
pthomsen@aol.com,"87270 Garrett Cliffs Suite 361
Brooksberg, MO 26555-2502",LightYellow,33.2089197,13.53191346,38.95246252,3.046540621,550.8133677
houle@mac.com,"309 Singleton Hollow
Matthewhaven, NJ 68776-7477",LemonChiffon,33.63781168,12.03950237,34.48718475,2.739200467,458.7811317
kidehen@gmail.com,"186 Anthony Route
Gordonview, AS 78120-4633",DarkOrange,33.5904858,10.94206962,36.1704942,2.783963128,407.542168
aukjan@gmail.com,"00615 Tracy Islands
New Marcfort, MO 87297-7431",LightCyan,34.19550803,12.66419262,37.02715036,4.330407444,581.3089329
symbolic@verizon.net,"96480 White Lane Suite 521
Pattersonhaven, OR 39409-4561",Gray,35.86023651,11.73066139,36.88214908,3.416209978,546.5566669
frosal@att.net,"14064 Frazier Hills Apt. 176
Amyborough, MP 77858-0018",MediumVioletRed,33.48193057,11.91867031,37.31770495,3.336339382,503.1750852
jrifkin@aol.com,"02136 White Grove Suite 418
Marytown, DE 70033",OrangeRed,33.25823783,11.51494907,37.1280395,4.662845304,549.1315733
pizza@mac.com,"6586 Reginald Crest Apt. 061
North Josephfort, NM 55275",DeepPink,32.31985797,12.4181132,36.1553362,3.222080767,482.8309859
keutzer@msn.com,"2749 Cunningham Flat Apt. 838
Derekberg, OH 45288",DeepPink,32.43083858,13.88727541,38.38195597,3.772969025,557.6082621
ramollin@live.com,"33940 Craig Throughway Apt. 334
Martinview, IL 62015-0314",GhostWhite,31.44597248,12.84649907,37.86921694,3.42014953,484.8769649
microfab@aol.com,"355 Villegas Isle Apt. 070
West Jenniferview, NM 26775-4339",Green,35.74266981,10.88982828,35.56543624,6.115198946,669.9871405
qmacro@me.com,"439 Todd Summit Apt. 478
Mooreland, AR 31655",CadetBlue,34.01261946,12.91457009,36.04620352,3.488029991,547.7099886
fraterk@me.com,"30700 Justin Ports
Port David, PA 52171-5921",DarkOliveGreen,34.14039343,11.56852664,38.91874854,4.082855279,537.8252823
tmaek@icloud.com,"291 Stephen Glens Apt. 532
Jacquelineton, NJ 53606-5656",IndianRed,32.37798966,11.97175079,37.19936753,2.829699575,408.2169018
ngedmond@yahoo.com,"04290 Barron Square
Laurenmouth, AS 79917-9544",Snow,33.17233109,13.07869244,37.32981863,5.405406467,663.0748176
pakaste@sbcglobal.net,"0013 Andre Field
Whitebury, AZ 68447-6306",DarkSeaGreen,33.2473222,11.95642648,36.51734612,3.45175071,506.3758668
terjesa@yahoo.ca,"50718 Timothy Light
Garciaport, SC 60266-6696",BlueViolet,33.59891334,13.25273709,37.30596142,2.935577274,528.4193297
techie@gmail.com,"53964 Weaver Brook Suite 861
Stevensonshire, NY 18128",OliveDrab,33.08529799,13.09353728,38.31564796,4.750360071,632.1235881
murty@msn.com,"506 Allison Cove Apt. 766
Weeksstad, AS 71308",MediumSpringGreen,32.27844335,12.52747174,36.68836654,3.531402303,488.270298
afeldspar@icloud.com,"2559 Harris Pines Apt. 514
Michaelshire, ME 21753-8834",MediumSlateBlue,33.44155304,11.23596895,37.05261631,3.90447938,508.735741
yenya@att.net,"3802 Veronica Causeway
East Patrickfurt, DC 84522",GhostWhite,32.86530121,12.07483017,35.56917032,2.39907979,411.1869636
dartlife@sbcglobal.net,"592 Villanueva Village
Woodsstad, AK 20530",Purple,31.5261979,12.04533198,38.50588333,2.847709026,409.0945262
gmcgath@me.com,"PSC 4427, Box 6116
APO AP 87584-5187",SandyBrown,33.00084964,11.23074331,36.99529017,3.781703565,467.8009244
nacho@icloud.com,"19270 Velasquez Coves
Boylechester, AZ 51480",LightCyan,32.08838063,11.9078441,35.18912244,4.349778419,512.1658664
seasweb@sbcglobal.net,"USNS Jacobs
FPO AE 71507-1312",LightSalmon,33.26544447,13.05221039,38.7756653,4.574287716,608.2718166
bruck@live.com,"001 Estrada Union
Lewismouth, TN 47360",Chartreuse,32.9925732,13.00436201,36.98504142,4.620416385,589.0264898
tamas@icloud.com,"86268 Davis Corner
North Danielview, CT 59551-9382",DarkGoldenRod,33.86318871,11.52352268,35.93804523,3.0130325,444.0538266
conteb@att.net,"209 Andrew Viaduct
Port Anna, OR 01627-8037",Cornsilk,32.59209323,10.31471792,36.7290294,4.791108745,493.1812614
mcnihil@hotmail.com,"19704 Kaitlin Flat
West Andrewtown, VI 38642",Magenta,32.38103459,12.43312853,37.6269068,4.334001444,532.7248055
wikinerd@yahoo.ca,"0508 Terrance Cliff
Rebekahtown, NC 48724-8308",SaddleBrown,31.5171218,10.74518855,38.79123469,1.428823877,275.9184207
sjava@optonline.net,"2082 Christopher Place Apt. 081
Cynthiahaven, HI 99393-8910",DarkViolet,33.45430193,11.01675564,37.63731096,4.137000388,511.0387861
miltchev@me.com,"584 Patterson Falls
West Alicia, DE 45751",Chocolate,32.21552742,12.21685469,36.9539597,2.910530822,438.417742
aukjan@live.com,"11430 Meza Green Suite 037
Martinezborough, FL 40624-8726",DarkViolet,31.6739155,12.32914702,37.07437107,3.982462319,475.7250679
peoplesr@msn.com,"210 Johnson Street Suite 717
New Bethanyborough, MO 84817",Magenta,33.71755461,10.80696607,36.01231723,3.701229217,483.5431939
lstein@icloud.com,"2971 Angela Island
Lake Timothychester, NE 48734-6685",HotPink,33.21547157,12.1351014,37.14209369,5.840505876,663.8036933
ozawa@yahoo.com,"994 Joel Highway Suite 216
New Jessicafort, UT 14179",DodgerBlue,31.57413802,12.94155573,36.72527683,4.560396067,544.4092722
dbindel@live.com,"928 Bailey Road
East Mary, DE 11678-5634",Turquoise,33.89457039,13.30029936,36.39368386,4.490002066,630.1567282
qrczak@comcast.net,"31927 Jill Mountain
South Jessica, MN 63418",Blue,33.12869269,10.39845771,36.683393,3.859817999,461.1122484
wojciech@yahoo.com,"1549 Walker Passage Apt. 463
West Calvin, AZ 03144",PaleVioletRed,34.37032705,11.88780042,37.86144726,3.046620189,491.9115051
chrisk@mac.com,"4547 Stafford Throughway Apt. 178
North Patrick, MD 60768-4837",MidnightBlue,34.08026009,11.5914397,36.45689841,4.652854446,574.4156896
fukuchi@verizon.net,"54560 Thompson Creek Apt. 029
New Brianville, FL 84430-8588",BlanchedAlmond,31.42522688,13.27147504,37.23984661,4.02210291,530.7667187
chrisj@hotmail.com,"5086 Morales Islands Apt. 099
New Patricia, IL 78823",Black,33.62530726,12.9882206,39.67259096,3.969417759,581.7987977
spadkins@yahoo.com,"02393 Baker Falls
New Georgeport, ND 36338-5110",DodgerBlue,31.86274111,14.03986726,37.02226899,3.738225173,556.2981412
barnett@gmail.com,"1693 Gary Mission Suite 479
Lake Kelly, MO 68205",DarkGreen,33.29258731,11.90650776,38.42286529,3.3766875,502.1327892
boser@comcast.net,"4929 Michelle Grove
Lake Alexis, MT 92147-1660",BlanchedAlmond,33.74922777,11.1371403,38.40137369,4.595522709,556.1863689
drolsky@hotmail.com,"983 Ross Glen
West Jessica, NJ 42860-5757",Bisque,34.14496899,12.90266489,36.61119878,2.223993458,475.0716299
cumarana@gmail.com,"685 Sexton Ranch Suite 125
Lake Robertshire, NE 04469-3024",Cyan,31.12397435,12.38651626,35.63211222,4.288486771,486.9470538
kostas@aol.com,"4968 Bennett Manors
Rogerschester, IL 81579-8333",Lavender,34.27824788,11.82272175,36.30854529,2.117382542,434.144202
keijser@yahoo.ca,"61502 Parker Vista Apt. 363
Jonesshire, GU 33532",Violet,33.66661568,10.98576379,36.35250277,0.936497597,304.1355916
msloan@sbcglobal.net,"257 Hunt Manors
South Charlottefort, CT 15033",Fuchsia,32.25997327,14.13289346,37.02347924,3.762070443,571.2160048
policies@optonline.net,"83995 Owens Course Apt. 747
South Jennifer, NJ 29942",MistyRose,35.4331653,11.91221048,36.08964366,4.000963586,583.0796357
sisyphus@comcast.net,"8055 Robinson Brooks Apt. 657
Walterview, KY 83019",CadetBlue,31.96732095,11.48158715,39.24096484,3.532517165,445.7498412
mcsporran@comcast.net,"Unit 1475 Box 4215
DPO AE 39546-5591",LightSteelBlue,32.14906052,10.04731474,37.18144731,3.535088428,392.9922559
nichoj@msn.com,"Unit 5934 Box 9748
DPO AA 37361-3043",Brown,33.91884418,12.42873693,37.30536188,4.158214653,565.9943634
graham@mac.com,"31309 Stacey Keys Apt. 979
South Jason, KS 35357",Salmon,33.20061634,11.96598027,36.83153585,3.549036057,499.1401524
chunzi@verizon.net,"1812 Sandra Shoal Apt. 350
Amandamouth, SC 87794-1628",FireBrick,32.5367749,11.12136606,36.97937237,4.129254688,510.5394217
grolschie@aol.com,"PSC 1893, Box 7023
APO AA 73445",Lime,34.0836633,8.668349517,35.90675637,2.252445963,308.5277466
facet@outlook.com,"381 Ashley Locks Suite 366
North Migueltown, TX 09795-0494",GreenYellow,33.02502014,12.50421981,37.64583879,4.051382465,561.516532
jshearer@comcast.net,"189 Crawford Hill Apt. 746
New Madison, WV 14108-4333",DarkOrchid,31.26810421,12.13250911,35.45679815,3.072076141,423.4705332
netsfr@outlook.com,"Unit 1743 Box 8085
DPO AE 47693-8164",Blue,32.21292383,11.73299146,35.63395395,4.331863027,513.1531119
greear@live.com,"57993 Jennifer Unions Suite 685
Emilyville, OK 53366-2375",Olive,33.4995061,11.94659088,36.48632507,3.937862643,529.1945189
lstaf@verizon.net,"73098 Ronald Port
Cliffordborough, MO 37479-9244",Wheat,32.90485367,12.55610762,37.80550943,0.26990109,314.4385183
dgriffith@aol.com,"5292 Melanie Crescent Apt. 064
Fischerborough, NV 85721-5045",AliceBlue,32.20465465,12.48070152,37.68028761,3.27946626,478.584286
wainwrig@outlook.com,"24725 Neal Lock
Cynthiaville, NY 51578",OliveDrab,32.67515451,12.59419407,37.68387537,2.571777835,444.582165
bwcarty@att.net,"1502 Gonzalez Throughway
Kathrynchester, FM 86014-7194",Linen,32.99838766,10.94684194,37.64780806,3.826030618,475.0154071
adamk@verizon.net,"35466 Tommy Stream
Port Daniellemouth, KS 68863-6330",LightSlateGray,33.94311858,11.48419869,36.83936583,2.402453833,436.7205559
hmbrand@live.com,"76666 Kathy Locks
Port Susan, ME 64335",Indigo,33.55210836,11.12087087,36.80837606,4.027813842,521.1953105
njpayne@optonline.net,"33213 Tanner Knolls Apt. 519
Whiteborough, OR 37119-7790",Lime,33.67683087,10.97139243,37.72236711,3.629339915,478.1830597
cgreuter@verizon.net,"Unit 3998 Box 4348
DPO AA 37629",SteelBlue,32.64194637,11.58894858,36.32214092,3.189609942,432.4811686
graham@aol.com,"2100 Austin Camp Apt. 943
Anthonymouth, WV 24243-3781",Olive,33.42121218,10.70664152,35.7661535,3.393975043,438.3037078
grdschl@icloud.com,"967 Chloe Springs Suite 554
Lake Ashley, GA 03230",HoneyDew,32.76707608,11.07625934,34.7797505,2.57494847,388.9405488
mstrout@verizon.net,"42644 Helen Keys Apt. 103
Jessicahaven, KS 89406-1960",MidnightBlue,33.11995443,12.95326254,37.03427958,3.47202138,534.7714849
world@comcast.net,"02342 Melissa Islands
Smithhaven, KS 68335",DarkViolet,35.37187609,10.5724666,36.86218335,4.198349061,537.9157529
esokullu@yahoo.ca,"97262 Brian Skyway
Lake Marissa, GU 96859",Sienna,33.97608258,11.65803681,37.42527868,2.086348147,407.8763782
rhialto@me.com,"7875 Landry Road Apt. 947
Brownshire, NC 10074-7735",Pink,34.03416353,13.59251266,36.83865679,3.605933918,618.8459704
dimensio@msn.com,"949 Tapia Viaduct
Martinezfurt, CT 79271-8205",LightSkyBlue,32.77049216,11.37176736,35.26149812,4.03438613,502.7710746
nichoj@aol.com,"50639 Sarah Isle Apt. 268
Yangmouth, MO 05540",SaddleBrown,33.50381038,11.23341495,37.21115258,2.32055025,397.4205841
campware@icloud.com,"51173 Burton Wall Apt. 417
Prestonville, NY 37002",SteelBlue,31.87455169,10.29035077,36.92976156,3.491093337,392.2852442
pdbaby@att.net,"426 Scott Radial Apt. 065
Abigailstad, MS 16590-2222",Thistle,32.53323998,14.12178384,38.40632901,5.320093864,689.2356998
terjesa@gmail.com,"3874 Harper Plaza
North Nancy, ME 96802-9462",BlanchedAlmond,34.85131417,12.41554196,37.67232248,3.130538462,543.1326263
eminence@optonline.net,"Unit 4742 Box 9517
DPO AE 67219-3123",Turquoise,34.21146128,10.77024892,34.64980005,4.985204971,577.7360249
wkrebs@aol.com,"845 Colleen Ways
Lake Matthewview, VT 65340-3159",Orange,33.45961932,12.66439052,36.36684325,1.726962043,436.5807403
bhtower@aol.com,"Unit 0373 Box 8981
DPO AA 89902",Beige,34.20053941,12.66780888,37.48704925,3.701622287,553.9946736
cparis@sbcglobal.net,"PSC 4856, Box 1297
APO AA 17032-7944",YellowGreen,31.1695068,13.97018107,36.67395274,1.785173945,427.3565308
nacho@outlook.com,"272 Frederick Lodge
East Andrew, FL 07414",SlateGray,32.51819681,11.50925345,36.59928909,3.02267576,424.7287739
openldap@mac.com,"9985 Wolf Pass
Brandimouth, CA 63346",Bisque,34.52301962,11.40577045,36.37827101,4.041244969,541.049831
smartfart@yahoo.ca,"PSC 1790, Box 8872
APO AE 01821-4769",Orange,33.66599032,12.26371768,38.86023443,3.139526935,469.3831462
world@outlook.com,"4502 Jennifer Prairie Suite 029
Lake Jesse, LA 02328-3633",DimGray,31.60983957,12.7107013,36.16646339,2.562818811,444.5455497
afeldspar@aol.com,"4307 Nicholas Drive Apt. 259
Ramirezberg, AS 59832",MediumBlue,33.70088554,13.47157767,37.0716432,2.379076497,492.5568337
ducasse@hotmail.com,"5855 Gross Burgs Suite 169
Ballland, AS 98525",AntiqueWhite,33.81173341,11.18680872,36.29889308,4.301996499,535.3216101
bahwi@me.com,"80500 Mary Corners Apt. 225
Wallsville, ME 80526",Beige,34.33667722,11.24681261,38.68258378,2.094761669,408.9583359
stellaau@sbcglobal.net,"344 Jessica Stravenue
New Brian, MA 04730-6761",Beige,31.06132516,12.35763811,36.16604163,4.089330841,487.5554581
dinther@comcast.net,"85181 Christian Courts Suite 758
Larryfurt, MS 38722-6766",PeachPuff,33.0697683,11.76432596,36.87502581,3.516051017,487.6462317
privcan@msn.com,"543 Reynolds Burg
Melindaberg, KY 46631",LightPink,34.60624245,11.7618838,38.1265198,1.820810618,402.1671222
facet@me.com,"549 Anna Avenue
Port Laura, CA 76209-9339",WhiteSmoke,34.23824191,11.55030011,35.76932963,4.183143662,551.0230017
donev@gmail.com,"214 Obrien Lakes Suite 572
South Jeremy, KS 52867-7617",MediumOrchid,32.04781463,12.48266992,35.53602453,3.393902788,497.3895578
ubergeeb@yahoo.ca,"5661 Grant Centers
Stevensfurt, CT 53959",Olive,30.97167564,11.73136429,36.07455114,4.426364081,494.6386098
sagal@yahoo.ca,"768 Riley Pine Apt. 624
Kellymouth, OK 98992-3108",MistyRose,33.60685082,12.21407375,37.19842782,2.905238361,479.2474168
tarreau@mac.com,"503 Adams Pines Apt. 638
North Ashleyside, AZ 34687-6128",DarkRed,33.44812501,11.90375668,36.8745436,2.782757828,462.6565189
jadavis@sbcglobal.net,"07813 Randy Point
Lake Thomasberg, MO 06013-9920",Pink,33.36938094,12.22248394,36.35523488,3.447017793,515.5024797
gfody@msn.com,"38678 Sean Drive Suite 293
Karentown, IA 78306-2717",DarkGray,33.45229528,12.00591637,36.53409567,4.712233579,576.4776072
padme@comcast.net,"6820 Erica Vista Apt. 418
Brightside, IA 50639",Orchid,32.90469244,11.91374515,36.0586476,1.228112423,357.8579836
pkplex@aol.com,"9909 Hoffman Ranch Suite 195
Scotthaven, SC 53575",PeachPuff,35.63085386,12.12540197,38.18776368,4.019051427,597.7398789
itstatus@icloud.com,"513 Moore Crescent Apt. 416
Amandaberg, GU 03655-2219",Magenta,32.24635,11.30555143,37.13312676,1.707389729,327.3779526
rnelson@hotmail.com,"7446 Mary Ferry
Lake Sherryfurt, GA 49066-0207",GhostWhite,34.69559119,11.60899707,37.68487728,3.163091931,510.4013885
jsmith@live.com,"64147 Alexander Station Apt. 474
East Jasonview, MN 83788",SeaShell,34.34392191,11.6930582,36.81293413,3.447092896,510.5014785
british@aol.com,"70128 Zimmerman Overpass
Robertsshire, VA 59860",DarkBlue,33.68093695,11.20156988,37.83544773,2.208813678,403.8195198
tristan@outlook.com,"01242 Stephanie Ways Suite 003
Churchville, MO 35617",MediumSeaGreen,32.0609144,12.62543264,35.53914243,5.41235784,627.6033187
mschilli@verizon.net,"354 Sanchez Wall Suite 884
Juliabury, VI 39735",DarkTurquoise,33.4310971,13.35063168,37.96597162,2.768851943,510.6617922
euice@mac.com,"4483 Jones Motorway Suite 872
Lake Jamiefurt, UT 75292",Tan,33.23765998,13.56615961,36.4179848,3.746572973,573.8474377
rjones@mac.com,"172 Owen Divide Suite 497
West Richard, CA 19320",PaleVioletRed,34.70252897,11.69573629,37.19026771,3.576525915,529.0490041
konit@aol.com,"0787 Andrews Ranch Apt. 633
South Chadburgh, TN 56128",Cornsilk,32.64677668,11.49940906,38.33257633,4.958264473,551.6201455
jonas@live.com,"680 Jennifer Lodge Apt. 808
Brendachester, TX 05000-5873",Teal,33.32250105,12.39142299,36.84008573,2.336484668,456.4695101
yangyan@yahoo.com,"49791 Rachel Heights Apt. 898
East Drewborough, OR 55919-9528",DarkMagenta,33.71598092,12.41880832,35.77101619,2.735159567,497.7786422
